FACID,NAME,ADDRESS,CITY,COUNTY,ZIP,TYPE,CAPACITY,LATITUDE,LONGITUDE,LOCATION
630011764,Primary Plus Home Health,12509 Oxnard St,North Hollywood,LOS ANGELES,91606,Home Health Agency,0,34.179439,-118.40549,"(34.179439, -118.40549)"
630011766,Affinity Home Health Care Services,5033 Arlington Ave,Riverside,RIVERSIDE,92504,Home Health Agency,0,33.946188,-117.412786,"(33.946188, -117.412786)"
630011773,The Children's Clinic At The The Long Beach Multi-service Center 4 Homeless,1301 W 12th St,Long Beach,LOS ANGELES,90813,Community Clinic,0,33.781579,-118.209084,"(33.781579, -118.209084)"
630011779,San Jose Dental Surgery Center,1998 Alum Rock Ave,San Jose,SANTA CLARA,95116,Surgical Clinic,0,37.355701,-121.849344,"(37.355701, -121.849344)"
630011781,American Carequest Hospice,1426 Fillmore St,San Francisco,SAN FRANCISCO,94115,Hospice,0,37.782821,-122.432577,"(37.782821, -122.432577)"
630011788,MHA Hospice,1101 E Broadway,Glendale,LOS ANGELES,91205,Hospice,0,34.146269,-118.241449,"(34.146269, -118.241449)"
630011789,Golden Years Healthcare,7220 Woodman Ave,Van Nuys,LOS ANGELES,91405,Home Health Agency,0,34.202106,-118.431231,"(34.202106, -118.431231)"
630011790,Valencia Home Care,1508 W Verdugo Ave,Burbank,LOS ANGELES,91506,Home Health Agency,0,34.168361,-118.321614,"(34.168361, -118.321614)"
630011791,Planet Home Health Care,221 E Glenoaks Blvd,Glendale,LOS ANGELES,91207,Home Health Agency,0,34.158539,-118.253117,"(34.158539, -118.253117)"
630011793,Angel City Hospice Care,12750 Center Court Dr S,Cerritos,LOS ANGELES,90703,Hospice,0,33.867876,-118.060383,"(33.867876, -118.060383)"
630011794,Divine Grace Home Health,127 S Brand Blvd,Glendale,LOS ANGELES,91204,Home Health Agency,0,34.145279,-118.255107,"(34.145279, -118.255107)"
630011795,Diamond Home Health Services,1200 S Diamond Bar Blvd,Diamond Bar,LOS ANGELES,91765,Home Health Agency,0,34.000601,-117.811189,"(34.000601, -117.811189)"
630011796,Eternity Home Health,15859 Edna Pl,Baldwin Park,LOS ANGELES,91706,Home Health Agency,0,34.09261,-117.935295,"(34.09261, -117.935295)"
630011797,St Luke's Hospice,3333 S Brea Canyon Rd,Diamond Bar,LOS ANGELES,91765,Hospice,0,33.966785,-117.848593,"(33.966785, -117.848593)"
630011798,Guardian Home Health,1101 E Broadway,Glendale,LOS ANGELES,91205,Home Health Agency,0,34.146269,-118.241449,"(34.146269, -118.241449)"
630011799,Grapevine Homecare,4032 Wilshire Blvd,Los Angeles,LOS ANGELES,90010,Home Health Agency,0,34.061668,-118.315504,"(34.061668, -118.315504)"
630011800,Shield Home Care,6399 Wilshire Blvd,Los Angeles,LOS ANGELES,90048,Home Health Agency,0,34.06374,-118.368056,"(34.06374, -118.368056)"
630011801,Kind Hands,14545 Friar St,Van Nuys,LOS ANGELES,91411,Home Health Agency,0,34.185699,-118.450373,"(34.185699, -118.450373)"
630011804,Asherah Home Health Services,2025 N Glenoaks Blvd,Burbank,LOS ANGELES,91504,Home Health Agency,0,34.197213,-118.325492,"(34.197213, -118.325492)"
630011805,Carewell Home Health,12630 Brookhurst St,Garden Grove,ORANGE,92840,Home Health Agency,0,33.779318,-117.958333,"(33.779318, -117.958333)"
630011806,Century Home Healthcare,17050 Chatsworth St,Granada Hills,LOS ANGELES,91344,Home Health Agency,0,34.264756,-118.50411,"(34.264756, -118.50411)"
630011807,Advance Home Care,1903 N Glenoaks Blvd,Burbank,LOS ANGELES,91504,Home Health Agency,0,34.196059,-118.323914,"(34.196059, -118.323914)"
630011808,Independence Home Healthcare,135 W Walnut St,Gardena,LOS ANGELES,90248,Home Health Agency,0,33.875479,-118.276252,"(33.875479, -118.276252)"
630011811,Dan Home Health Care,735 W Duarte Rd,Arcadia,LOS ANGELES,91007,Home Health Agency,0,34.125885,-118.056275,"(34.125885, -118.056275)"
630011812,Klm Home Health,3111 Los Feliz Blvd,Los Angeles,LOS ANGELES,90039,Home Health Agency,0,34.124342,-118.266947,"(34.124342, -118.266947)"
630011813,All American Hospice,17100 Pioneer Blvd,Artesia,LOS ANGELES,90701,Hospice,0,33.875139,-118.082208,"(33.875139, -118.082208)"
630011814,Magnolia Home Health Care Services,120 S Victory Blvd,Burbank,LOS ANGELES,91502,Home Health Agency,0,34.172957,-118.316187,"(34.172957, -118.316187)"
630011815,Alpha Home Health,3333 Concours,Ontario,SAN BERNARDINO,91764,Home Health Agency,0,34.074682,-117.578758,"(34.074682, -117.578758)"
630011817,RAI - Juniper Ave - Fontana,10557 Juniper Ave,Fontana,SAN BERNARDINO,92337,Chronic Dialysis Clinic,24,34.061807,-117.439942,"(34.061807, -117.439942)"
630011818,Unique Healthcare,620 W Route 66,Glendora,LOS ANGELES,91740,Home Health Agency,0,34.128649,-117.875341,"(34.128649, -117.875341)"
630011819,Privilege Home Services,11395 183rd St,Cerritos,LOS ANGELES,90703,Home Health Agency,0,33.865762,-118.091256,"(33.865762, -118.091256)"
630011820,Sunnyday Health Service Corporation,1045 E Valley Blvd,San Gabriel,LOS ANGELES,91776,Home Health Agency,0,34.080444,-118.084644,"(34.080444, -118.084644)"
630011822,Seasons  Hospice & Palliative Care Of California - San Diego,16745 W Bernardo Dr,San Diego,SAN DIEGO,92127,Hospice,0,33.015223,-117.082552,"(33.015223, -117.082552)"
630011823,Premier Healthcare Services Llc,25129 The Old Rd,Stevenson Ranch,LOS ANGELES,91381,Home Health Agency,0,34.375215,-118.563892,"(34.375215, -118.563892)"
630011824,Muzuu's Quality Care Nursing,14000 Van Ness Ave,Gardena,LOS ANGELES,90249,Home Health Agency,0,33.904295,-118.3178,"(33.904295, -118.3178)"
630011825,Cmf Ctc-mental Health Crisis Beds,1600 California Dr,Vacaville,SOLANO,95696,Correctional Treatment Center,144,38.333286,-121.980109,"(38.333286, -121.980109)"
630011827,St John's Well Child & Family Center,6505 8th Ave,Los Angeles,LOS ANGELES,90043,Community Clinic,0,33.980508,-118.32651,"(33.980508, -118.32651)"
630011830,Level Home Health,22961 Triton Way,Laguna Hills,ORANGE,92653,Home Health Agency,0,33.628733,-117.733196,"(33.628733, -117.733196)"
630011835,Planned Parenthood - Pittsburg Center,3715 Railroad Ave,Pittsburg,CONTRA COSTA,94565,Community Clinic,0,38.006509,-121.893184,"(38.006509, -121.893184)"
630011836,Central Medical Clinic,3533 W Pico Blvd,Los Angeles,LOS ANGELES,90019,Community Clinic,0,34.047201,-118.31932,"(34.047201, -118.31932)"
630011837,Uni Care Home Health,1165 Linda Vista Dr,San Marcos,SAN DIEGO,92078,Home Health Agency,0,33.137939,-117.191033,"(33.137939, -117.191033)"
630011838,Sonata Healthcare Llc,8825 Aero Drive,San Diego,SAN DIEGO,92123,Hospice,0,32.809687,-117.13816,"(32.809687, -117.13816)"
630011841,Sargent Care Home,3261 W Sargent Rd,Lodi,SAN JOAQUIN,95242,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,38.130428,-121.356141,"(38.130428, -121.356141)"
630011842,Pegasus Dialysis,3101 Pegasus Dr,Bakersfield,KERN,93308,Chronic Dialysis Clinic,21,35.433257,-119.065124,"(35.433257, -119.065124)"
630011844,Sutter Surgical Hospital - North Valley,455 Plumas Blvd,Yuba City,SUTTER,95991,General Acute Care Hospital,14,39.131801,-121.613627,"(39.131801, -121.613627)"
630011846,Satellite Dialysis - Orange,1518 W La Veta Ave,Orange,ORANGE,92868,Chronic Dialysis Clinic,24,33.780307,-117.868698,"(33.780307, -117.868698)"
630011847,Healthcare California - Branch,4042 S Demaree St,Visalia,TULARE,93277,Home Health Agency,0,36.294113,-119.331462,"(36.294113, -119.331462)"
630011849,Gfk Home Health Care,8891 Watson St,Cypress,ORANGE,90630,Home Health Agency,0,33.833094,-118.039246,"(33.833094, -118.039246)"
630011850,Loretta's Little Miracles,4747 N 1st St,Fresno,FRESNO,93726,Pediatric Day Health & Respite Care Facility,35,36.803394,-119.772423,"(36.803394, -119.772423)"
630011851,Fidelity Home Health Care,4195 Valley Fair St,Simi Valley,VENTURA,93063,Home Health Agency,0,34.272609,-118.71271,"(34.272609, -118.71271)"
630011852,Center For Elders Independence,7200 Bancroft Ave,Oakland,ALAMEDA,94605,Community Clinic,0,37.766339,-122.17753,"(37.766339, -122.17753)"
630011856,St Joseph Home Health,1525 McCarthy Blvd,Milpitas,SANTA CLARA,95035,Home Health Agency,0,37.406832,-121.919629,"(37.406832, -121.919629)"
630011857,Connie Mae Division,1890 W Arrow Rte,Upland,SAN BERNARDINO,91786,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.099566,-117.687372,"(34.099566, -117.687372)"
630011860,Centers For Elders Independence-branch/HHA,7200 Bancroft Ave,Oakland,ALAMEDA,94605,Home Health Agency,0,37.766339,-122.17753,"(37.766339, -122.17753)"
630011861,Fresenius Medical Care - Norwalk East,13063 Rosecrans Ave,Santa Fe Springs,LOS ANGELES,90670,Chronic Dialysis Clinic,19,33.902471,-118.053337,"(33.902471, -118.053337)"
630011862,Brightstar Healthcare,3746 Mt Diablo Blvd,Lafayette,CONTRA COSTA,94549,Home Health Agency,0,37.888999,-122.132635,"(37.888999, -122.132635)"
630011864,Alameda Hospital - South Shore Convalescent,625 Willow St,Alameda,ALAMEDA,94501,Skilled Nursing Facility,26,37.76175,-122.253683,"(37.76175, -122.253683)"
630011866,Direct Nursing Services,1111 N Brand Blvd,Glendale,LOS ANGELES,91202,Home Health Agency,0,34.162175,-118.255113,"(34.162175, -118.255113)"
630011867,Fresenius Medical Care - Loma Linda,269 E Caroline St,San Bernardino,SAN BERNARDINO,92408,Chronic Dialysis Clinic,24,34.061459,-117.279549,"(34.061459, -117.279549)"
630011868,Premier Healthcare Services,1601 Response Rd,Sacramento,SACRAMENTO,95815,Home Health Agency,0,38.597393,-121.429696,"(38.597393, -121.429696)"
630011869,Serenity Hospice,777 E Tahquitz Canyon Way,Palm Springs,RIVERSIDE,92262,Hospice,0,33.823019,-116.540403,"(33.823019, -116.540403)"
630011870,Hearten Home Health,1720 E Los Angeles Ave,Simi Valley,VENTURA,93065,Home Health Agency,0,34.271633,-118.765501,"(34.271633, -118.765501)"
630011871,Jewish Community Free Clinic,490 City Center Dr,Rohnert Park,SONOMA,94928,Free Clinic,0,38.349837,-122.703538,"(38.349837, -122.703538)"
630011872,Saint Claire Home,5294 E Heaton Ave,Fresno,FRESNO,93727,Intermediate Care Facility/Developmentally Disabled - Nursing,6,36.727183,-119.713981,"(36.727183, -119.713981)"
630011874,De Novo Healthcare,803 E Rosecrans Ave,East Rncho Dominguez,LOS ANGELES,90221,Community Clinic,0,33.903488,-118.215275,"(33.903488, -118.215275)"
630011875,Placerville Health And Wellness Center,4641 Missouri Flat Rd,Placerville,EL DORADO,95667,Community Clinic,0,38.695802,-120.823696,"(38.695802, -120.823696)"
630011882,First Smile Home Health Care,8306 Foothill Blvd,Sunland,LOS ANGELES,91040,Home Health Agency,0,34.259664,-118.31383,"(34.259664, -118.31383)"
630011883,Florence Home Health Care,2521 E Thousand Oaks Blvd,Thousand Oaks,VENTURA,91362,Home Health Agency,0,34.173347,-118.841516,"(34.173347, -118.841516)"
630011891,Montebello Artificial Kidney Center,3404 W Beverly Blvd,Montebello,LOS ANGELES,90640,Chronic Dialysis Clinic,24,34.024561,-118.140537,"(34.024561, -118.140537)"
630011893,Care Plus Home Health,22931 Triton Way,Laguna Hills,ORANGE,92653,Home Health Agency,0,33.629337,-117.732899,"(33.629337, -117.732899)"
630011897,Golden Seal Home Health,1711 W Temple St,Los Angeles,LOS ANGELES,90026,Home Health Agency,0,34.068783,-118.263437,"(34.068783, -118.263437)"
630011901,Optimal Hospice Care,6504 Lake Isabella Blvd,Lake Isabella,KERN,93240,Hospice,0,35.630093,-118.473011,"(35.630093, -118.473011)"
630011902,Walbrook House,15122 Walbrook Dr,Hacienda Heights,LOS ANGELES,91745,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.016273,-117.976469,"(34.016273, -117.976469)"
630011907,Isis Home Health Care,7728 Foothill Blvd,Tujunga,LOS ANGELES,91042,Home Health Agency,0,34.257324,-118.300903,"(34.257324, -118.300903)"
630011908,Family Hospice Services,644 W Broadway,Glendale,LOS ANGELES,91204,Hospice,0,34.146744,-118.268609,"(34.146744, -118.268609)"
630011909,A & L Hospice Services,644 W Broadway,Glendale,LOS ANGELES,91204,Hospice,0,34.146744,-118.268609,"(34.146744, -118.268609)"
630011910,Sentry Home Health Services,210 S Irwindale Ave,Azusa,LOS ANGELES,91702,Home Health Agency,0,34.119225,-117.933836,"(34.119225, -117.933836)"
630011913,Ace Of Hearts Hospice,6501 Foothill Blvd,Tujunga,LOS ANGELES,91042,Hospice,0,34.245004,-118.273429,"(34.245004, -118.273429)"
630011915,446 Scholl Home Health Care,14545 Friar St,Van Nuys,LOS ANGELES,91411,Home Health Agency,0,34.185699,-118.450373,"(34.185699, -118.450373)"
630011916,Queenscare Family Clinic - Eastside,4560 E Cesar E Chavez Ave,Los Angeles,LOS ANGELES,90022,Community Clinic,0,34.040566,-118.16789,"(34.040566, -118.16789)"
630011917,Maximum Care Providers,55 E Huntington Dr,Arcadia,LOS ANGELES,91006,Home Health Agency,0,34.140153,-118.028776,"(34.140153, -118.028776)"
630011918,Montebello Home Health Care,1020 W Beverly Blvd # A,Montebello,LOS ANGELES,90640,Home Health Agency,0,34.017936,-118.108517,"(34.017936, -118.108517)"
630011919,Korean Town Home Care,3020 Wilshire Blvd,Los Angeles,LOS ANGELES,90010,Home Health Agency,0,34.061743,-118.287387,"(34.061743, -118.287387)"
630011922,Asan Scholl Dr,225 E Broadway,Glendale,LOS ANGELES,91205,Hospice,0,34.146322,-118.25345,"(34.146322, -118.25345)"
630011923,Exceed Home Health,12500 Riverside Dr,Valley Village,LOS ANGELES,91607,Home Health Agency,0,34.1576,-118.405667,"(34.1576, -118.405667)"
630011924,Healthy Way Home Health Care,5032 Lankershim Blvd,North Hollywood,LOS ANGELES,91601,Home Health Agency,0,34.161799,-118.372727,"(34.161799, -118.372727)"
630011925,Sunset Dialysis Center,3071 Gold Canal Dr,Rancho Cordova,SACRAMENTO,95670,Chronic Dialysis Clinic,24,38.59172,-121.268611,"(38.59172, -121.268611)"
630011927,Mercy Hospice,"1600 D. Street, Suite 202",Bakersfield,KERN,93301,Hospice,0,35.37282,-119.025814,"(35.37282, -119.025814)"
630011928,Provident Health Care,1238 Catalina Dr,Merced,MERCED,95348,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.330656,-120.492449,"(37.330656, -120.492449)"
630011930,Chinese Hospital - Daly City Health Services,93 Skyline Plz,Daly City,SAN MATEO,94015,Community Clinic,0,37.692015,-122.494959,"(37.692015, -122.494959)"
630011931,Carelink Home Health,187 E Wilbur Rd,Thousand Oaks,VENTURA,91360,Home Health Agency,0,34.186288,-118.872115,"(34.186288, -118.872115)"
630011932,A Flying Eagle Home Health,5775 E Los Angeles Ave,Simi Valley,VENTURA,93063,Home Health Agency,0,34.271813,-118.679444,"(34.271813, -118.679444)"
630011933,Hoffmann Hospice,6040-D Lake Isabella Boulevard,Lake Isabella,KERN,93240,Hospice,0,35.600817,-118.487103,"(35.600817, -118.487103)"
630011934,Advanced Home Care Services,1335 S Azusa Ave,West Covina,LOS ANGELES,91791,Home Health Agency,0,34.050906,-117.908118,"(34.050906, -117.908118)"
630011935,Urgent Home Health Care,17315 Studebaker Rd,Cerritos,LOS ANGELES,90703,Home Health Agency,0,33.87374,-118.099836,"(33.87374, -118.099836)"
630011936,Spectrum Home Health Services,907 S. Victory Blvd.,Burbank,LOS ANGELES,91504,Home Health Agency,0,34.167305,-118.308692,"(34.167305, -118.308692)"
630011937,Independence Home Health,7200 Vineland Ave,Sun Valley,LOS ANGELES,91352,Home Health Agency,0,34.201594,-118.370281,"(34.201594, -118.370281)"
630011938,Express Services Healthcare,14429 Ventura Blvd,Sherman Oaks,LOS ANGELES,91423,Home Health Agency,0,34.150696,-118.447074,"(34.150696, -118.447074)"
630011939,Health Journey Home Health Agency,6005 Vineland Ave,North Hollywood,LOS ANGELES,91606,Home Health Agency,0,34.179782,-118.370342,"(34.179782, -118.370342)"
630011940,Five Star Quality Healthcare,541 W Colorado St,Glendale,LOS ANGELES,91204,Home Health Agency,0,34.142529,-118.266356,"(34.142529, -118.266356)"
630011941,Unlimited Homecare Services,159 E Huntington Dr,Arcadia,LOS ANGELES,91006,Home Health Agency,0,34.140191,-118.026226,"(34.140191, -118.026226)"
630011942,Verdugo Hospice Care Center,8316 Red Oak St,Rancho Cucamonga,SAN BERNARDINO,91730,Hospice,0,34.102602,-117.569452,"(34.102602, -117.569452)"
630011943,Sinai Home Healthcare,4733 Lankershim Blvd,North Hollywood,LOS ANGELES,91602,Home Health Agency,0,34.156579,-118.369647,"(34.156579, -118.369647)"
630011944,M & M Home Health Care,10545 Burbank Blvd,North Hollywood,LOS ANGELES,91601,Home Health Agency,0,34.172187,-118.360809,"(34.172187, -118.360809)"
630011945,Diamond Home Health,556 N Diamond Bar Blvd,Diamond Bar,LOS ANGELES,91765,Home Health Agency,0,34.030395,-117.809647,"(34.030395, -117.809647)"
630011946,Ibolit Home Health,221 W Alameda Ave,Burbank,LOS ANGELES,91502,Home Health Agency,0,34.168623,-118.306049,"(34.168623, -118.306049)"
630011947,Elan Home Health,1096 N Western Ave,Los Angeles,LOS ANGELES,90029,Home Health Agency,0,34.09056,-118.309153,"(34.09056, -118.309153)"
630011948,A & P Home Health,212 N Glendale Ave,Glendale,LOS ANGELES,91206,Home Health Agency,0,34.148722,-118.246169,"(34.148722, -118.246169)"
630011949,ASAP Home Health Providers,1129 N Garey Ave,Pomona,LOS ANGELES,91767,Home Health Agency,0,34.068783,-117.752088,"(34.068783, -117.752088)"
630011951,Quality Care Home Health Services,1616 Victory Blvd,Glendale,LOS ANGELES,91201,Home Health Agency,0,34.160177,-118.298917,"(34.160177, -118.298917)"
630011952,Moreno Valley Family Health Center,22675 Alessandro Blvd,Moreno Valley,RIVERSIDE,92553,Community Clinic,0,33.916965,-117.267248,"(33.916965, -117.267248)"
630011953,Fresenius Medical Care - Mckinleyville,1550 Heartwood Dr,Mckinleyville,HUMBOLDT,95519,Chronic Dialysis Clinic,12,40.939509,-124.102072,"(40.939509, -124.102072)"
630011954,Northgate Dialysis Center,650 Las Gallinas Ave,San Rafael,MARIN,94903,Chronic Dialysis Clinic,12,38.00611,-122.543284,"(38.00611, -122.543284)"
630011955,Caremeridian - Weber,2020 N Weber Ave,Fresno,FRESNO,93705,Congregate Living Health Facility,15,36.769404,-119.833267,"(36.769404, -119.833267)"
630011956,Downey Landing Dialyisis Center,11611 Bellflower Blvd,Downey,LOS ANGELES,90241,Chronic Dialysis Clinic,25,33.931394,-118.125469,"(33.931394, -118.125469)"
630011957,Willow Creek Community Health Center,38883 California 299,Willow Creek,HUMBOLDT,95573,Community Clinic,0,40.921757,-123.695201,"(40.921757, -123.695201)"
630011958,Pacific Home ICF/DD-N,3617 Pacific Blvd,San Mateo,SAN MATEO,94403,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.535386,-122.294812,"(37.535386, -122.294812)"
630011959,Kaiser Foundation Hospital - Moreno Valley,27300 Iris Ave,Moreno Valley,RIVERSIDE,92555,General Acute Care Hospital,71,33.895189,-117.18087,"(33.895189, -117.18087)"
630011961,Valrose Home Health,22148 Sherman Way,Canoga Park,LOS ANGELES,91303,Home Health Agency,0,34.200982,-118.609828,"(34.200982, -118.609828)"
630011963,Aven Home Health Services,14044 Ventura Blvd,Sherman Oaks,LOS ANGELES,91423,Home Health Agency,0,34.149256,-118.43876,"(34.149256, -118.43876)"
630011964,Allwell Medical Services,904 N La Brea Ave,Inglewood,LOS ANGELES,90302,Home Health Agency,0,33.974699,-118.357631,"(33.974699, -118.357631)"
630011966,Goldencare Home Health Agency,436 W Broadway,Glendale,LOS ANGELES,91204,Home Health Agency,0,34.146803,-118.262277,"(34.146803, -118.262277)"
630011967,Apreva Hospice,1565 Hotel Cir S,San Diego,SAN DIEGO,92108,Hospice,0,32.758969,-117.177442,"(32.758969, -117.177442)"
630011968,Covenant Hospice,7872 Walker St,La Palma,ORANGE,90623,Hospice,0,33.847917,-118.037221,"(33.847917, -118.037221)"
